xxx_400155566	A	A	A	A	A	A	A
311		0				空间发出不堪重负的嗡鸣，黑雾如泼墨般，在空白中晕染开来。	0
312		0				最终，来者的轮廓终于撕裂迷雾，她每前进一步，四周的虚空就剥落一片，宛若老朽的墙皮一般。	0
313		0				指节不自觉地收紧，我环视这片苍白的空间——没有掩体，没有武器，连一粒尘埃都成了奢望。	0
314		0				然而——	0
315		0	分析员夜魇			啧。	0
316		0				黑影却凭空从风衣下抽出了一把手枪。	0
317		6	？？？		Play_Vo_dlc33ep2_boss210_06	……你是我，必须要跨越的障碍……	0
318		0				漆黑的子弹从冰冷的枪口呼啸而出，一团墨水般的烟火浸染了我的视野。	0
319		0				“在这里被击中的话，意识就会消散。”	0
320		0				这个念头出现在我的脑海中。	0
321		0				于是意识，或者说经历了无数场战斗所诞生的本能，驱使着身体做出了回应。	0
322		6	恒沙代理		Play_Vo_dlc33ep2_npc100_53	正如刚刚所说，我们曾经观测到，当您预演与罗赞对峙的场景时，您的意识在信息态洪流中呈现出了……一种“异常”的稳定性。	0
323		6	恒沙代理		Play_Vo_dlc33ep2_npc100_54	那些原本在人类大脑中会引发崩溃的信息态，却在您的意识中形成了稳定的结构，也就是，所谓的“心流内景”。	0
324		0				既然这里是信息态的领域，那么我的武器就该是……	0
325		0	分析员夜魇			心流内景，展开。	0
326		0				时间停滞了。	0
327		0				指尖触碰到弹头的瞬间，无数粒子在我掌心重组，构建出全新的物理法则。	0
328		0				在这个以我意志为基准的领域里，连时间都成了可编辑的参数。	0
329		6	？？？		Play_Vo_dlc33ep2_boss210_07	……？！	0
330		0				黑影的表情虽然看不清，但我分明感受到了一丝错愕。	0
331		0	分析员夜魇			你应该不是埃达派来的吧？	0
332		0				从面前的黑影身上，我感受不到一丝埃达的气息，但是，反倒是让我想起了另一个麻烦的人……	0
333		6	？？？		Play_Vo_dlc33ep2_boss210_08	……我……	0
334		6	？？？		Play_Vo_dlc33ep2_boss210_09	……我是谁？……	0
335		0	分析员夜魇			别废话了！	0
336		0				我伸手弹碎面前静止的子弹，随后抡起拳头砸向面前的黑影。	0
337		0	分析员夜魇			什么？！	0
338		0	？？？			……	0
339		0				然而，拳头穿透黑影的瞬间，那些浓稠的黑暗突然像遇光的晨雾般翻涌消散。	0
340		0				整个世界随之开始崩溃，纯白的世界仿佛被撕开的画布般，在刹那间露出了地狱一般的图景。	0
341		0				就在此时胸前的master key似乎也感知到了危险，它在此时发出了金色的光芒，在我身周形成了一层护壁。	0
342		0				……伴随着尖锐的电子蜂鸣刺入鼓膜，现实世界的感官如潮水般倒灌进来。	0
343		6	宇迦		Play_Vo_dlc33ep2_npc100_81	分析员？！你怎么会……	0
344		0				身旁的宇迦似乎并未意识到发生了什么，见我捂着头清醒过来，急忙想上去搀扶。	0
345		0	分析员夜魇			宇迦，趴下。	0
346		6	宇迦		Play_Vo_dlc33ep2_npc100_82	哎？但是——	0
347		0	分析员夜魇			趴下！	0
348		0				我一把拉过她，将其护在身下。	0
349		0				一发从屋顶射来的激光就这样擦着我的后背没入身后的墙壁。	0
b-3	b-3	0					0
350	b-3-1	0				举枪解决防御装置	0
351		9	宇迦		Play_Vo_dlc33ep2_npc100_83	分析员阁下，小心!	0
352		0				话音未落，猩红的激光再次撕裂空气。	0
353		0				我还没反应过来，就见她从我臂弯中闪身而出，毫不犹豫地用自己纤弱的肩膀为我挡下了这一击。	0
354		0	分析员夜魇			真是讽刺……号称和平至上的新恒提罗，但却把每寸墙壁都改造成了杀人兵器吗。	0
355		6	宇迦		Play_Vo_dlc33ep2_npc100_84	我并不明白，为什么……汉诺塔的自动防卫系统会将我们识别成敌人……	0
356		0	分析员夜魇			好问题，我还正想问你呢。	0
357		0	分析员夜魇			能查清现在的状况吗？	0
358		6	宇迦		Play_Vo_dlc33ep2_npc100_85	我……	0
359		0	分析员夜魇			拜托了。	0
360		0				说罢，我扯下自己的袖口，替宇迦包上了那条“受伤”的胳膊。	0
361		6	宇迦		Play_Vo_dlc33ep2_npc100_86	……我一定竭尽全力。	0
362		0				虽然面前的女孩语气坚定，但我清楚，当防卫系统开始攻击最高权限者时，就意味着事态已经脱离了控制。	0
363		0				所以，当务之急还是与她们取得联系。	0
364		6	晴		Play_Vo_dlc33ep2_girl006b_28	分析员！你那边——	0
365		0	分析员夜魇			我没事，晴呢？	0
366		6	晴		Play_Vo_dlc33ep2_girl006b_29	我自己也无大碍……走廊被电磁网封死了，那些守卫机兵突然向我发动了袭击。	0
367		6	晴		Play_Vo_dlc33ep2_girl006b_30	不过，已经全部被我清理干净了。	0
368		0	机兵			——————!!!	0
369		6	晴		Play_Vo_dlc33ep2_girl006b_31	啧，又围过来了吗？请交给我来处理。	0
370		0				晴轻敲手腕，瞬间，身上原本的衣服便褪去，换作了一套全新的战术套装。	0
371		0				这是在海上平台事件之后，为了方便执行类似需要隐藏身份的任务，特意研发的新技术。	0
372		0	？？？		Play_Vo_dlc33ep2_girl023_25	咳咳，来自海姆达尔的天启者，还请稍安勿躁。	0
373		9	晴霆光		Play_Vo_dlc33ep2_girl006b_32	哎？	0
374		0				在走廊的另一端，一个高亢的声音响起。	0
375		0	？？？		Play_Vo_dlc33ep2_girl023_26	穿越闪耀的帷幕，跨过幽暗的门扉——	0
376		6	？？？		Play_Vo_dlc33ep2_girl023_27	群星啊——	0
377		6	？？？		Play_Vo_dlc33ep2_girl023_28	笼罩万物吧！	0
378		6	？？？		Play_Vo_dlc33ep2_girl023_29	哇呼~	0
379		6	？？？		Play_Vo_dlc33ep2_girl023_30	不愧是我，一击必杀~	0
380		6	？？？		Play_Vo_dlc33ep2_girl023_31	咳咳……咳咳咳……糟糕，好像输出功率调得太大了……	0
381		6	晴霆光		Play_Vo_dlc33ep2_girl006b_33	米娅？！	0
382		0	？？？		Play_Vo_dlc33ep2_girl023_32	回答正确~	0
383		0				烟雾散去，声音的主人缓缓抬头，随后便冲我扬起标志性的笑容，右手比出夸张的V字手势。	0
384		6	米娅星彩		Play_Vo_dlc33ep2_girl023_33	锵锵~怎么样分析员？看到焕然一新的米娅有没有心跳加速呀~	0
385		0	分析员夜魇			造型倒是挺惊艳，不过这台词……是不是稍微有些太中二了。	0
386		6	米娅星彩		Play_Vo_dlc33ep2_girl023_34	哎~哪有，一边念出帅气的台词一边放出耀眼的大招，这不是超有天启者范儿嘛~	0
387		0				只有安卡希雅会这样做哦。	0
388		9	晴霆光		Play_Vo_dlc33ep2_girl006b_34	所以米娅……其实是隐藏的天启者？	0
389		0	分析员夜魇			不，这应该是展厅那套自适应战术服。	0
390		6	米娅星彩		Play_Vo_dlc33ep2_girl023_35	没错没错~	0
391		6	米娅星彩		Play_Vo_dlc33ep2_girl023_36	超级神奇的对吧！刚碰到它，它就自动调节成我的风格和尺寸了！	0
392		6	米娅星彩		Play_Vo_dlc33ep2_girl023_37	连胸口这里的小细节都特别合身哦，分析员，快看快看~	0
393		0				米娅凑了过来，在我面前跳了跳。而伴随着她的动作，那胸前的布料也被撑出了一道危险的弧线，剧烈地晃动着。	0
394		0				果然，感觉还是要重新校准下尺寸才对……	0
395		5	米娅星彩		Play_Vo_dlc33ep2_girl023_38	啊，还有啊这个推进器居然可以——	0
396		4	宇迦		Play_Vo_dlc33ep2_npc100_87	哔——检测到未经授权的装备激活记录。	0
397		5	米娅星彩		Play_Vo_dlc33ep2_girl023_39	哎？那个……情况紧急嘛！为了能马上赶到分析员身边，所以我就……	0
398		0	分析员夜魇			好啦好啦，还是等到安全的地方后，再慢慢解释吧。	0
399		0	分析员夜魇			米娅，一会儿不需要你参与正面突围。	0
400		0	分析员夜魇			跟上大家，感受一下实战氛围就好。	0
401		6	米娅星彩		Play_Vo_dlc33ep2_girl023_40	收到~我会好好感受的！	0
402		0	分析员夜魇			宇迦，现在情况如何？	0
403		6	宇迦		Play_Vo_dlc33ep2_npc100_88	袭击者身份尚未确认，但入侵路径已锁定，入侵源为天界乐土。	0
404		6	宇迦		Play_Vo_dlc33ep2_npc100_89	她们利用升格体登入专用的后门侵入了系统，这是歧路宇宙唯一与实体服务器的连接点。	0
405		0	分析员夜魇			能够夺回控制权吗？	0
406		6	宇迦		Play_Vo_dlc33ep2_npc100_90	正在全力压制扩散……但还需要时间。	0
407		6	宇迦		Play_Vo_dlc33ep2_npc100_91	汉诺塔的防御系统，暂时无法夺回了。	0
408		0	分析员夜魇			既然如此，那就换种方式。	0
409		0	分析员夜魇			晴。	0
410		6	晴霆光		Play_Vo_dlc33ep2_girl006b_35	在！	0
411		0	分析员夜魇			麻烦帮忙联系下卡罗琳，我们需要芙提雅和猫汐尔的远程技术支援。	0
412		6	晴霆光		Play_Vo_dlc33ep2_girl006b_36	明白。	0
413		6	宇迦		Play_Vo_dlc33ep2_npc100_92	分析员阁下，新恒提罗的系统，理应交由身为恒沙代理的我亲自……	0
414		0	分析员夜魇			当然要由你善后，不过在效率面前——	0
415		0	分析员夜魇			别忘了现在是谁说了算。	0
b-4	b-4	0					0
416	b-4-1	0				亮出master key	0
417		6	宇迦		Play_Vo_dlc33ep2_npc100_93	……明白了。	0
418		0	分析员夜魇			全员注意，准备正面突破封锁，离开汉诺塔！	0
419		0	众人		Play_Vo_dlc33ep2_all_01	是!	0
